factor,level,rep,shannon,renyi2,simpson,hhi,participation,apg_entropy_norm,apg_cmax,apg_c2,apg_neff,apg_pr,apg_d_2_25,apg_d_2_5,apg_d_3_0,apg_d_4_0,apg_d_5_0,apg_d_6_0,apg_integrated_2_6
sparsity,0.0,12,4.579875844601661,4.379943224327823,0.9874739302230836,0.012526069776916343,79.83350067574823,0.8314298082142529,0.08973364033864699,0.02825286213935977,56.49333077363114,35.3946440918945,0.3905704572883806,0.6222627241508827,0.848271927141814,0.9717471378606403,0.9939446280313728,0.9985696686791612,3.4321716814666305
sparsity,0.0,13,4.606693280253213,4.412306472335233,0.9878728249458291,0.012127175054170918,82.45943474329465,0.8360634083981037,0.0790446907952565,0.02889802350358583,57.77781971660949,34.6044427528379,0.39179231856807184,0.623132537743214,0.847966406153138,0.9711019764964142,0.9936856201306549,0.9985017437359617,3.4316360544056264
sparsity,0.0,14,4.6196917342935855,4.440824845144708,0.9882137872911694,0.011786212708830665,84.84489671993433,0.8485223411121477,0.08003116495527601,0.026296132089812255,61.37828319450374,38.02840648140126,0.3968989249177478,0.6300093940147071,0.8541861718276442,0.9737038679101877,0.9945426588626054,0.9987631880739584,3.4437460036654577
sparsity,0.0,15,4.631255797817275,4.473309805504325,0.9885905099060273,0.011409490093972711,87.6463357927084,0.8663227308139533,0.0570310535358342,0.021255893319500938,66.91506363502097,47.04577619810329,0.40458605788373947,0.6408846971736785,0.864910514418497,0.978744106680499,0.9962915219659729,0.9993041336790567,3.4648488572109373
sparsity,0.0,16,4.654762112826814,4.512073069987698,0.9890243167846218,0.010975683215378281,91.11050131246373,0.8787717324245347,0.06515487213904067,0.02023770803341978,71.08149536225734,49.412710092893825,0.4092377903881974,0.646570567924611,0.8690692562745577,0.9797622919665803,0.9964424609754794,0.999310385403462,3.4724352984184876
sparsity,0.0,17,4.5627319518145075,4.308260734126366,0.9865430655610485,0.01345693443895151,74.31112966601033,0.7887132318221642,0.16999163556221306,0.047203166725962885,45.918150303596384,21.185019340026095,0.37146478453584775,0.5941032258993554,0.8175452290683843,0.9527968332740371,0.9847334763425037,0.9944266412603284,3.3635574578942133
sparsity,0.0,18,4.632817683854357,4.465353688982627,0.9884993726046389,0.011500627395361023,86.95177798763225,0.8594931194572872,0.07250163539318352,0.023391076750903017,64.73400397726861,42.7513453377641,0.4015531013140021,0.6365134852409335,0.8604993055219036,0.976608923249097,0.9955304674792923,0.9990627568400265,3.456126080583681
sparsity,0.0,19,4.6319509708199185,4.47229269576573,0.9885788992989104,0.011421100701089544,87.55723517125762,0.863411505523631,0.07546381144370416,0.023020039486558834,65.97650903886824,43.440412019444615,0.40307699849576983,0.6384289803722418,0.8619530045884989,0.9769799605134412,0.9955837680518472,0.9990616124760799,3.4587394055082354
sparsity,0.0,20,4.606284392174768,4.416422175469011,0.9879226342277845,0.012077365772215486,82.79951264707586,0.840178456600982,0.08965899590296716,0.02815493374804503,58.943024949838424,35.51775361820683,0.39361858704017005,0.6257045783352781,0.8503074430989962,0.971845066251955,0.9937856584966231,0.9984786071191784,3.4356444742681864
sparsity,0.0,21,4.641052406041646,4.434042166444018,0.9881335734725054,0.011866426527494643,84.27136827442573,0.8295050823627336,0.13314494825907214,0.0359328452520593,55.9682051154241,27.829691553375955,0.387810039030975,0.6160534439096945,0.8383826671183753,0.9640671547479407,0.9901275972363838,0.9969335067047509,3.4094210568993604
sparsity,0.0,22,4.64453018557058,4.474410490094326,0.9886030612471525,0.011396938752847554,87.74285987542574,0.858652330760326,0.07665859872306731,0.024625605535798113,64.47045746215566,40.608138490089324,0.4008685703315311,0.6351776455233882,0.8586265863263963,0.9753743944642019,0.9950162058445943,0.9988835478089029,3.4522110736121983
sparsity,0.0,23,4.549371033030179,4.317561163426135,0.9866676406296243,0.013332359370375716,75.00547894185246,0.8057183777947686,0.10526415913352628,0.03475327184222596,49.867523203046666,28.774269212402007,0.37989775025198336,0.6076273678881549,0.8343933229486731,0.965246728157774,0.9915389621359105,0.9977429977827893,3.4042868819176375
sparsity,0.0,24,4.617070594802931,4.43494465212593,0.9881442779215094,0.011855722078490649,84.34745630670398,0.8474254699089746,0.06706224381965425,0.02562463521873217,61.05249246950512,39.02494577831016,0.3966748497298904,0.6300162448104496,0.8547471410633662,0.9743753647812678,0.9948903595621573,0.9989026737605907,3.4452022212576368
sparsity,0.0,25,4.572061548158812,4.366538049948884,0.9873048855683216,0.012695114431678313,78.77045972146624,0.8259169742558937,0.09750800609814662,0.02982841652857022,55.00225335997147,33.52507831054931,0.3882424579790018,0.6190132711683235,0.8450858828921636,0.9701715834714297,0.9933357099321809,0.9983520897150933,3.4256883416131516
