fold,cell_type,feature,coefficient,abs_coefficient
2,CD14 monocyte,program_apg_d_4_0,0.12812415828378207,0.12812415828378207
2,CD14 monocyte,program_apg_d_5_0,-0.06754449622484306,0.06754449622484306
2,CD14 monocyte,program_apg_d_6_0,-0.7770257963205158,0.7770257963205158
2,CD14 monocyte,program_apg_integrated_2_6,-0.1432402723650952,0.1432402723650952
2,CD4 T,shannon,0.7945069015442158,0.7945069015442158
2,CD4 T,renyi2,0.6720410022493344,0.6720410022493344
2,CD4 T,simpson,0.7128385493403289,0.7128385493403289
2,CD4 T,hhi,-0.7128385493364773,0.7128385493364773
2,CD4 T,participation,-0.03980512143968792,0.03980512143968792
2,CD4 T,gini,0.7051276208373687,0.7051276208373687
2,CD4 T,detected,-0.600961317029828,0.600961317029828
2,CD4 T,program_shannon,0.5495483013681841,0.5495483013681841
2,CD4 T,program_renyi2,-0.4239688679253076,0.4239688679253076
2,CD4 T,program_simpson,0.15131603503961605,0.15131603503961605
2,CD4 T,program_hhi,-0.15132170772103992,0.15132170772103992
2,CD4 T,program_participation,0.007278994402168459,0.007278994402168459
2,CD4 T,program_gini,1.126830988739833,1.126830988739833
2,CD4 T,program_detected,0.0,0.0
2,CD4 T,apg_entropy_norm,0.3718829562998033,0.3718829562998033
2,CD4 T,apg_cmax,0.036851925166694145,0.036851925166694145
2,CD4 T,apg_c2,0.7131212002939643,0.7131212002939643
2,CD4 T,apg_neff,0.4251479664782232,0.4251479664782232
2,CD4 T,apg_pr,-0.3031302118848097,0.3031302118848097
2,CD4 T,apg_d_2_25,0.23010723933731336,0.23010723933731336
2,CD4 T,apg_d_2_5,0.06924445139414075,0.06924445139414075
2,CD4 T,apg_d_3_0,-0.26383633968712067,0.26383633968712067
2,CD4 T,apg_d_4_0,-0.7131212003050873,0.7131212003050873
2,CD4 T,apg_d_5_0,-0.5450975664106116,0.5450975664106116
2,CD4 T,apg_d_6_0,0.394614274368641,0.394614274368641
2,CD4 T,apg_integrated_2_6,-0.030798989680064802,0.030798989680064802
2,CD4 T,program_apg_entropy_norm,0.3973348579372397,0.3973348579372397
2,CD4 T,program_apg_cmax,3.2029892826729127,3.2029892826729127
2,CD4 T,program_apg_c2,-0.20062973196013087,0.20062973196013087
2,CD4 T,program_apg_neff,0.29144999112882336,0.29144999112882336
2,CD4 T,program_apg_pr,-2.322796938199278,2.322796938199278
